Tourpedia_id,language,polarity,text,time,words_count,tokenized_text_url
83466,en,10,best place for running near Paris,2010-03-13,6,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671f9a
83466,en,5,Perfect for a longboard ride,2010-03-30,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671f9b
83466,fr,10,Un peu de nature avec un beau soleil,2010-04-10,8,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671f9c
83466,fr,0,Perfect place for pique-nique and badminton. Take a Vélib' from metro Porte Dorée and enjoy the park !,2010-04-19,19,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671f9d
83466,fr,5,Passez par le parc floral. Très beau en cette saison. Agréable avant midi (après trop de monde). des concerts de très bon niveau,2010-08-06,27,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671f9e
83466,fr,5,Royal laisser le chien jouer pendant que vous bouquinez au soleil dans l'herbe,2010-09-09,13,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671f9f
83466,fr,5,en promenade avec Thinga le Labragnol :),2011-01-09,6,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671fa0
83466,fr,5,endroit sympas pour pique-niquer!,2011-04-25,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671fa1
83466,fr,8,"Intégré comme celui de Boulogne dans le périmètre de Paris, un immense potentiel de logements de qualité, là où l'absence de projet public ...vaut stérilisation de lieux à forte valeur ajoutée...",2011-09-27,35,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671fa2
83466,fr,0,"Printemps, été, automne 1961. Les Nord-Africains arrêtés sont emmenés dans le bois et tués selon le même schéma : les policiers battent la victime avant de l'étrangler.",2011-10-15,32,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671fa3
83466,fr,10,Idéal pour promener mon joli monstre,2011-11-11,7,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671fa4
83466,fr,5,Les barques sont géniaux en été!,2012-02-26,7,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671fa5
83466,fr,5,Métro: Porte Dorée. http://jogabo.com/venues/285-bois-de-vincennes,2012-03-21,10,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671fa6
83466,fr,5,Ucpa tout pres acces chateau je conseil,2012-05-19,7,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671fa7
83466,fr,10,Le raccourci parfait pour arriver au métro rapidement,2012-05-20,9,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671fa8
83466,fr,10,Agréable endroit pour emmener les enfants jouer,2012-06-22,8,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671fa9
83466,fr,5,"Pour une sortie romantique, je vous conseille tout particulièrement l’île du Reuilly. Elle accueille d’un côté une cascade et un kiosque et de l’autre un authentique chalet devenu restaurant.",2012-10-17,34,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671faa
83466,en,10,"Fresh air, beautiful park and very kind people. The best place for workouts close to Paris.",2013-01-01,16,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671fab
83466,fr,5,Un bon terrain de jeu pour le footing et le vélo avec le circuit de la patte d'oie,2013-07-28,19,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671fac
83466,fr,10,Enfin un endroit calme... À part les oies et les canards ;),2013-08-10,10,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671fad
83466,es,10,"Un bonito bosque, tranquilo e ideal para visitar en familia.",2013-08-29,10,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50671fae
83473,fr,5,"Face au Louvre, cette église trop méconnue offre des peintures étonnantes et des vitraux originaux.",2011-09-27,16,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50672065
83473,fr,5,"Superbe messe, chant grégoriens. Magique!",2012-06-24,6,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50672066
83473,False,0,http://apostasiepourtous.fr/,2013-08-30,3,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50672067
83474,en,8,Beautiful church. Excellent sermons! Great place for English native speakers in a foreign land to feel at home.,2010-10-03,18,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a50672069
83474,en,5,"Bulletin board is pretty useful for students looking for rooms, flats not so much",2011-01-25,14,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a5067206a
83474,fr,5,"Très ancienne église américaine, proche de la rue de l'Université et de la Seine.",2011-09-27,16,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a5067206b
83474,en,5,5 Euro dinner most Thursdays,2012-10-25,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a5067206c
83475,fr,0,La petite rue a gauche de l eglise quand on la regarde est de toute beauteeee,2010-03-12,16,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a5067206e
83475,fr,5,Un petit Versailles à Paris,2010-12-15,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a89ae9eef5a5067206f
83482,fr,5,"Prendre un thé à la menthe, manger un tagine, faire un hammam. Attention, bondé le samedi entre 16 et 18h.",2010-06-06,18,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672131
83482,en,10,"I loved that place. Very unique experience, you have to try their sweets, and the tea...",2010-08-29,16,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672132
83482,fr,5,Best couscous in Paris,2010-10-03,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672133
83482,en,10,I like chicken tajine (au poulet) wiv lemon and oriental pastries of course!,2010-11-02,13,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672134
83482,en,10,The Café Maure de la Mosquée is a North African cafe and tea room that is located within La Grande Mosquee de Paris and serves wonderful traditional pastries and mint teas.,2010-11-03,32,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672135
83482,it,5,Une chicha sur la terasse,2011-03-23,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672136
83482,it,5,Une chicha sur la terasse,2011-03-23,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672137
83482,en,10,Tagine is glorious,2011-04-30,3,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672138
83482,en,5,"Built in the mudéjar style, the Masjid has a single minaret about 33 meters in height.Adjoining the courtyard of the masjid is a halal café that serves tea and snacks.",2011-07-22,31,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672139
83482,fr,0,Une architecture et une gravure orientale unique a Paris,2011-08-10,9,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067213a
83482,en,10,Great tea room,2011-08-17,3,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067213b
83482,id,0,Super kebab !,2011-08-28,2,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067213c
83482,fr,5,"Le thés et les pâtisseries à 2 euros. Ouvert jusqu'à minuit. De temps en temps une souris se promène sous les tables, et pourtant j'y vais toujours... je me dis que Ratatouille bois aussi du thé.",2012-03-13,37,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067213d
83482,fr,5,"Un thé, une pâtisserie, un voyage.",2012-03-31,7,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067213e
83482,fr,10,"Plongée dans la culture et l'architecture arabe en plein Paris. L'entrée est à 3 euros, mais le dépaysement vaut bien ça.",2012-04-16,22,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067213f
83482,en,10,Sip a lovely mint tea.,2012-05-10,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672140
83482,fr,10,Lieu unique à Paris où vous pourrez déguster de délicieux couscous/tajines. L'été il est très agréable de prendre le thé sur le patio & profiter ensuite d'1 visite guidée de la mosquée (3€ l'entrée),2012-07-02,40,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672141
83482,fr,5,Thé à la menthe à 2€,2012-07-15,3,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672142
83482,fr,5,Très jolie mosquée....,2012-08-23,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672143
83482,fr,0,Génial pour savourer un thé et un narguilé. Attention tout de même à l'endroit où l'on s'assoit en térasse. Il y a beaucoup d'oiseaux et donc... dangereux !,2012-09-02,29,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672144
83482,fr,5,Le couscous est plutot cher (17€) mais bon et le cadre est vraiment dépaysant !,2012-11-18,14,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672145
83482,fr,10,"Jardin magique, calme et hors du temps. Le paradis pour y déguster un thé à la menthe et quelques pâtisseries.  À faire entre copains, en famille ou en amoureux.",2012-12-09,29,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672146
83482,ru,0,очень разрекламированное место. НО кальян мягко говоря не вкусный. Табак только Двойное яблоко. максимальный размер кальяна 40 см. чай безумно сладкий.угли саморазжигающиеся.!,2013-01-01,0,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672147
83482,ru,0,"обслуживающий персонал говорит только на французском,хотя заведение ТИПО турецкое. но больше всего поражает название Москва-Париж! какого черта вообще существуют такие кальянные!!!?!!!! фууууу",2013-01-01,1,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672148
83482,en,10,For ladies try to get a spot outside its just so lovely to pray by the garden!,2013-04-12,17,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672149
83482,fr,5,Pour un thé à la menthe,2013-05-24,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067214a
83482,en,5,Tour the mosque and stay for a tea.,2013-06-23,8,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067214b
83482,en,10,"Go to the back terrace: trees, mosaic-topped tables, beautiful tile work and little birds fluttering around - the perfect spot for a cup of warm mint tea (€2) and nutty pastries (€1/piece).",2013-07-03,31,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067214c
83482,en,10,"Shisha : 8 euro , mint tea : 2 euro. if you take shisha, only outside you can sit. if you wanna diner, only inside you can sit.",2013-07-13,23,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067214d
83484,fr,10,"L'opéra à votre gauche et le génie derrière vous, dirigez vous sur la gauche (vous êtes au dessus de la station de métro) et prenez l'escalier qui descend... Vous découvrez un petit port de plaisance.",2010-03-30,39,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672159
83484,et,0,L'Opera Bastille juste aside,2011-06-11,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067215a
83484,en,5,Nice place for party peeps,2011-06-30,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067215b
83484,fr,10,"La colonne de juillet, l opera, les bars de la rue de la roquette. L endroit sans doute le plus vivant de Paris !",2011-07-20,23,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067215c
83484,fr,10,Il faut venir les jours de grèves c'est mieux !!,2011-08-14,10,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067215d
83484,en,5,TRAVEL FACT: This is the square where the Bastille Prison stood until the ‘Storming of the Bastille’ and its destruction between 1789 and 1790.,2011-08-17,22,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067215e
83484,fr,5,Une de mes meilleurs places su Paris. L'ambiance est vraiment cool et on est proche de tous !,2011-08-20,17,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067215f
83484,fr,5,Départ de la rando roller débutante le dimanche à 14h30.,2011-09-02,11,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672160
83484,en,10,This is where everything begins. yay! welcome to Bastille.,2011-09-04,9,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672161
83484,fr,10,Un quartier qui vit 24h/24 riche par son histoire et son présent nourrit de sa richesse  culturelle.,2011-09-26,18,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672162
83484,en,10,Cafe Corso - good coffee for 80 cents at the bar !,2011-10-15,10,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672163
83484,fr,10,Le bar à vins rue des tournelles derrière la banque de France (le bubar) est excellent. Patron très sympa.,2011-10-27,20,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672164
83484,en,10,Very touristic. Watch your pockets. But if you want great ambiance by night it's cool. Typical : Rue de Lappe,2012-01-03,19,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672165
83484,fr,0,"un bar très sympa, la pinte la moins chère de la rue.",2012-01-16,14,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672166
83484,en,10,"This market, which is also called the Richard Lenoir Marche, is a great place to buy anything from fruit to fresh pasta to cheeses. Be prepared though, the place can get packed!",2012-03-29,32,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672167
83484,en,10,nice bars and restaurants nearby!close to Marais,2012-04-09,8,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672168
83484,af,0,Juliete tower in Paris..,2012-04-20,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672169
83484,en,5,Be a revolutionary & do something,2012-05-07,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067216a
83484,pt,0,Saber da história para construir um futuro. Lugar incrível.,2012-08-15,11,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067216b
83484,fr,5,Toujours pleins d'emo kikou quand ils n'ont pas cours.,2012-08-23,9,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067216c
83484,en,5,"The location of the Bastille fortress was not at the center of the current Place, but a little to the west. Its shape is marked with stones of a lighter color on the ground near Rue Saint Antoine.",2012-08-28,38,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067216d
83484,fr,5,Très belle place!,2012-11-06,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067216e
83484,fr,0,Attention aux pavés ! Mon chauffeur a déjà crevé sa berline sur cette place historique.,2013-01-08,16,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067216f
83484,fr,0,"Si tu es un emo, un clouté, un faux punk, que tu as une guitare, cet endroit t'attend, surtout le mercredi quand y a pas cours",2013-01-23,26,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672170
83484,en,5,This column placed on the ground of Bastile Prison,2013-03-12,9,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672171
83484,en,5,builded on the former ground of Bastile Prison,2013-03-13,8,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672172
83484,en,0,It's a shame that this is all that remains of the original Bastille. Still a noteworthy site to visit for any 1st-time to Paris.,2013-04-15,24,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672173
83484,en,10,Get there on Sunday morning for the best marché volant in Paris!,2013-04-16,12,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672174
83484,tl,0,Nihayet Paris,2013-04-17,2,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672175
83484,en,5,too crowded but nice place. A piece of french history.,2013-04-26,10,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672176
83484,en,5,Rain doesn't diminish it's magnificence.,2013-04-26,5,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672177
83484,en,5,"The Place de la Bastille is a square in Paris, where the Bastille prison stood until the 'Storming of the Bastille' and its subsequent physical destruction between 14 July 1789 and 14 July 1790.",2013-04-30,30,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672178
83484,fr,5,"Mêlées aux Révolutionnaires, des momies de plus de 3000 ans reposent sous la Bastille !",2013-05-17,16,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672179
83484,ru,0,Я немного расстроен - Ее- Бастиллии уже нет  а там колонна с легким гением . Еще жаль - что после взятия - стольких убили по чем зря,2013-07-15,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067217a
83484,en,0,"There's a Flea Market every Thursday & Sunday selling all sorts of stuff ranging from Wet Market, Accessories, Clothing's, Silk Scarfs, Kids Toys etc..Seasonal fruits are cheap & GOOD!!!:)",2013-07-21,28,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067217b
83484,es,5,Grande! Love París,2013-07-26,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067217c
83484,en,5,"Pick up some take out food from McDonald's, the ""Kiosque"" or the sushi place, then go sit on the steps of the Opera house while you eat, & watch the world go by! Lots of locals do it!",2013-08-03,37,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067217d
83484,de,0,Hier ist den Franzosen 1789 die Galle übergelaufen. Vive la Revolution !,2013-08-08,10,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067217e
83484,fr,10,La colonne centrale célèbre les 3 glorieuses,2013-08-10,8,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a5067217f
83484,tr,0,Güzel bir meydan...,2013-08-25,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672180
83484,fr,5,Ne les oublions pas !,2013-10-05,4,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672181
83484,tr,0,Bu meydan ne kadar güzel yaaa,2013-10-13,7,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672182
83484,fr,2,"1er acte de la Révolution française de 1789, elle garde aujourd'hui ce symbole de révolte et de Liberté. La Colonne de Juillet et le Génie de la Liberté commémorent la Révolution de Juillet de 1830.",2013-10-26,39,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672183
83484,ru,0,"Много хороших магазинчиков вокруг, много кафе и ресторанов на самой площади.",2013-10-28,0,http://tour-pedia.org/api/getReviewDetails?id=52a74a8aae9eef5a50672184
