business_id,phone_number,name,full_address,latitude,longitude,review_count,rating,timezone,website,place_id,place_link,price_level,city,is_claimed,verified,state,full_address_array,types,description,sunday_hours,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours
"0x47e66f9b270f9a5b:0xb6a1b16802f45794","","Place du Calvaire","Place du Calvaire, Pl. du Calvaire, 75018 Paris","48.886265599999994","2.3401706","23","4.7","Europe/Paris","","ChIJW5oPJ5tv5kcRlFf0AmixobY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f9b270f9a5b:0xb6a1b16802f45794","","Paris","false","false","","Pl. du Calvaire | 75018 Paris","Tourist attraction","","","","","","","",""
"0x47e6710016e6cecb:0xf5fb71e08ad0111","","Latin quarter","Latin quarter, 5 Voie D/5, 75005 Paris","48.8439231","2.3474814","4","5","Europe/Paris","","ChIJy87mFgBx5kcREQGtCB63Xw8","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6710016e6cecb:0xf5fb71e08ad0111","","Paris","false","false","","5 Voie D/5 | 75005 Paris","Tourist attraction","","","","","","","",""
"0x47e66e089f326fed:0x7b4a420d16cbd331","","Passage Vendôme","Passage Vendôme, 16-18 Rue Béranger, 75003 Paris","48.866370499999995","2.364061","264","4","Europe/Paris","","ChIJ7W8ynwhu5kcRMdPLFg1CSns","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e089f326fed:0x7b4a420d16cbd331","","Paris","false","false","","16-18 Rue Béranger | 75003 Paris","Tourist attraction","","","","","","","",""
"0x47e66f620fe613f5:0x2ec864c75e1bad3e","+33785050371","Pinky Tour - Paris","Pinky Tour - Paris, 75008 Paris","48.873098999999996","2.2969013","87","5","Europe/Paris","https://pinkytourparis.com/","ChIJ9RPmD2Jv5kcRPq0bXsdkyC4","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f620fe613f5:0x2ec864c75e1bad3e","","Paris","true","true","","75008 Paris","Tourist attraction | Photography service | Sightseeing tour agency | Transportation escort service","","","","","","","",""
"0x47e673004c98e4a7:0x687cd873d506499","","PA_117","PA_117, 43-29 Pass. Thiéré, 75011 Paris","48.854434999999995","2.3731334","","","Europe/Paris","","ChIJp-SYTABz5kcRmWRQPYfNhwY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e673004c98e4a7:0x687cd873d506499","","Paris","false","false","","43-29 Pass. Thiéré | 75011 Paris","Tourist attraction","","","","","","","",""
"0x47e66fbd4b950a17:0x1c808bfba0c04ec7","","Place Georges Pompidou","Place Georges Pompidou, 75004 Paris","48.8608316","2.3517012","106","4.5","Europe/Paris","","ChIJFwqVS71v5kcRx07AoPuLgBw","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fbd4b950a17:0x1c808bfba0c04ec7","","Paris","false","false","","75004 Paris","Tourist attraction","","","","","","","",""
"0x47e66f92260138c1:0x1651bba35b4c4f74","","Rue des Degrés","Rue des Degrés, 1 Rue des Degrés, 75002 Paris","48.8693968","2.3506796","23","3.1","Europe/Paris","https://soundlandscapes.wordpress.com/2012/04/05/rue-des-degres-the-shortest-street-in-paris/","ChIJwTgBJpJv5kcRdE9MW6O7URY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f92260138c1:0x1651bba35b4c4f74","","Paris","false","false","","1 Rue des Degrés | 75002 Paris","Tourist attraction","","","","","","","",""
"0x47e66f006a923ed7:0x39cfc527ab6ca3c1","","Ponpon house","Ponpon house, 81 Bd Beaumarchais, 75003 Paris","48.858796","2.3670454","2","5","Europe/Paris","","ChIJ1z6SagBv5kcRwaNsqyfFzzk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f006a923ed7:0x39cfc527ab6ca3c1","","Paris","false","false","","81 Bd Beaumarchais | 75003 Paris","Tourist attraction","","","","","","","",""
"0x47e671d20d690a01:0x7f155a77872b90bf","","Promenade Jean-Paul Belmondo","Promenade Jean-Paul Belmondo, Pont de Bir-Hakeim, 75015 Paris","48.855581199999996","2.287589","44","4.8","Europe/Paris","","ChIJAQppDdJx5kcRv5Arh3daFX8","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671d20d690a01:0x7f155a77872b90bf","","Paris","false","false","","Pont de Bir-Hakeim | 75015 Paris","Tourist attraction | Promenade","","","","","","","",""
"0x47e671e7d297c973:0xe5eb004f23a758","","Panthéon","Panthéon, Pl. du Panthéon, 75005 Paris","48.846221799999995","2.3464138","64836","4.6","Europe/Paris","https://www.paris-pantheon.fr/","ChIJc8mX0udx5kcRWKcjTwDr5QA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e7d297c973:0xe5eb004f23a758","","Paris","true","true","","Pl. du Panthéon | 75005 Paris","Tourist attraction | Monument","Colonnaded neoclassical mausoleum | 18th-century mausoleum with colonnaded facade, housing remains of notable French citizens. |  | t | t","","","","","","",""
"0x47e66e2964e34e2d:0x8ddca9ee380ef7e0","","Eiffel Tower","Eiffel Tower, Av. Gustave Eiffel, 75007 Paris","48.858370099999995","2.2944812999999997","474837","4.7","Europe/Paris","https://www.toureiffel.paris/fr","ChIJLU7jZClu5kcR4PcOOO6p3I0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e2964e34e2d:0x8ddca9ee380ef7e0","","Paris","true","true","","Av. Gustave Eiffel | 75007 Paris","Tourist attraction | Monument | Historical landmark","Landmark 330m-high 19th-century tower | Gustave Eiffel's iconic, wrought-iron 1889 tower, with steps and elevators to observation decks. |  | t | t","","","","","","",""
"0x47e671e39c05e3bb:0x8808a4297e35adf","","Square de l'Île-de-France","Square de l'Île-de-France, 1 Quai de l'Archevêché, 75004 Paris","48.852024","2.3521986999999998","334","4.5","Europe/Paris","","ChIJu-MFnONx5kcR31rjl0KKgAg","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e39c05e3bb:0x8808a4297e35adf","","Paris","true","true","","1 Quai de l'Archevêché | 75004 Paris","Plaza | City park | Garden | Tourist attraction","","","","","","","",""
"0x47e66f47879ade45:0xea0a65bbba1712e4","","Écluses des Récollets","Écluses des Récollets, 91 Quai de Valmy, 75010 Paris","48.8734981","2.3636347","7","4.4","Europe/Paris","","ChIJRd6ah0dv5kcR5BIXurtlCuo","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f47879ade45:0xea0a65bbba1712e4","","Paris","false","false","","91 Quai de Valmy | 75010 Paris","Tourist attraction","","","","","","","",""
"0x47e67350cbec8f0d:0xaca500fd6aea2d1","+33650736213","Christopher's Paris (Guided Tours)","Christopher's Paris (Guided Tours), 130 Rue de Charenton, 75012 Paris","48.8459268","2.3794032","118","5","Europe/Paris","https://christophersparis.com/","ChIJDY_sy1Bz5kcR0aKu1g9Qygo","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67350cbec8f0d:0xaca500fd6aea2d1","","Paris","true","true","","130 Rue de Charenton | 75012 Paris","Tourist attraction | Tour operator","","","","","","","",""
"0x47e66fa7142bb4dd:0x8137b16e007ae4df","","Fontaine Wallace","Fontaine Wallace, Rue Notre Dame de Nazareth, 75003 Paris","48.8674403","2.3585623","1","5","Europe/Paris","","ChIJ3bQrFKdv5kcR3-R6AG6xN4E","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fa7142bb4dd:0x8137b16e007ae4df","","Paris","false","false","","Rue Notre Dame de Nazareth | 75003 Paris","Tourist attraction","","","","","","","",""
"0x47e66f001ae195a3:0x407e18606eb0379f","","Place Blanche","Place Blanche, Pl. Blanche, 75009 Paris","48.8836489","2.332649","17","4.7","Europe/Paris","","ChIJo5XhGgBv5kcRnzewbmAYfkA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f001ae195a3:0x407e18606eb0379f","","Paris","false","false","","Pl. Blanche | 75009 Paris","Tourist attraction","","","","","","","",""
"0x47e67211c67135c3:0x234523216e1f2d96","","Atlantes","Atlantes, 76 Av. Daumesnil, 75012 Paris","48.8444497","2.3808352","11","4.6","Europe/Paris","","ChIJwzVxxhFy5kcRli0fbiEjRSM","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67211c67135c3:0x234523216e1f2d96","","Paris","false","false","","76 Av. Daumesnil | 75012 Paris","Tourist attraction | Historical landmark","","","","","","","",""
"0x47e66f627e947fa1:0xb78696083d77892d","","Atlantes de Kinsburger","Atlantes de Kinsburger, 48 Rue de Rivoli, 75004 Paris","48.8569221","2.354723","2","3","Europe/Paris","","ChIJoX-UfmJv5kcRLYl3PQiWhrc","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f627e947fa1:0xb78696083d77892d","","Paris","false","false","","48 Rue de Rivoli | 75004 Paris","Tourist attraction","","","","","","","",""
"0x47e66f3192a6efb1:0xdd64130a747995bc","","Le Grand Assistant","Le Grand Assistant, Rue Rambuteau, 75004 Paris","48.861449","2.3525956","3","4.7","Europe/Paris","","ChIJse-mkjFv5kcRvJV5dAoTZN0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f3192a6efb1:0xdd64130a747995bc","","Paris","false","false","","Rue Rambuteau | 75004 Paris","Tourist attraction","","","","","","","",""
"0x47e671c6e10c8675:0x610f18a4ed20f900","","Meeting Point","Meeting Point, Place de Sydney, 75015 Paris","48.8561173","2.2927983999999997","1","5","Europe/Paris","","ChIJdYYM4cZx5kcRAPkg7aQYD2E","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671c6e10c8675:0x610f18a4ed20f900","","Paris","false","false","","Place de Sydney | 75015 Paris","Tourist attraction","","","","","","","",""
"0x47e66e1fd8767d47:0x90ca4b466cb6316a","+33153406080","Conciergerie","Conciergerie, 2 Bd du Palais, 75001 Paris","48.8560114","2.3454953","10964","4.4","Europe/Paris","https://www.paris-conciergerie.fr/","ChIJR3122B9u5kcRajG2bEZLypA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e1fd8767d47:0x90ca4b466cb6316a","","Paris","true","true","","2 Bd du Palais | 75001 Paris","Tourist attraction | Monument | Museum","14th-century royal palace & prison | Gothic, riverside fortress & French Revolution prison, housing Marie Antoinette's former cell. |  | t | t","","","","","","",""
"0x47e66f00329c2a21:0xa89aba70d75bb92d","","Chama da Liberdade","Chama da Liberdade, Pl. de l'Alma, 75116 Paris","48.8642282","2.3009018","1","4","Europe/Paris","","ChIJISqcMgBv5kcRLblb13C6mqg","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f00329c2a21:0xa89aba70d75bb92d","","Paris","false","false","","Pl. de l'Alma | 75116 Paris","Tourist attraction","","","","","","","",""
"0x47e66e3e9be04a55:0x7def1a3ff98df458","+33147708505","Musée Grévin","Musée Grévin, 10 Bd Montmartre, 75009 Paris","48.871837799999994","2.3422204","32322","4.4","Europe/Paris","https://www.grevin-paris.com/","ChIJVUrgmz5u5kcRWPSN-T8a730","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e3e9be04a55:0x7def1a3ff98df458","","Paris","true","true","","10 Bd Montmartre | 75009 Paris","Tourist attraction | Museum","Wax museum depicting French history | Family-friendly wax museum with lifelike models of French historic and contemporary figures. |  | t | t","","","","","","",""
"0x47e671e3be95794b:0xad01dc984b4b9128","","Fontaine de la Vierge","Fontaine de la Vierge, 1 Rue du Cloitre Notre Dame, 75004 Paris","48.8525688","2.3513862999999997","91","4.6","Europe/Paris","","ChIJS3mVvuNx5kcRKJFLS5jcAa0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e3be95794b:0xad01dc984b4b9128","","Paris","false","false","","1 Rue du Cloitre Notre Dame | 75004 Paris","Tourist attraction","","","","","","","",""
"0x47e66f8085c2a76f:0x1404fcbecfccdb2d","+33144507501","Place du Châtelet","Place du Châtelet, 12715 Rue St Denis, 75001 Paris","48.857470199999995","2.3473189999999997","1356","4.2","Europe/Paris","http://www.lekiosquedechatelet.fr/","ChIJb6fChYBv5kcRLdvMz778BBQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f8085c2a76f:0x1404fcbecfccdb2d","","Paris","true","true","","12715 Rue St Denis | 75001 Paris","Tourist attraction","Monument to Napoleonic victories | Fountain built in 1808 with a column topped by a Victory statue to celebrate Bonaparte's campaigns. |  | t | t","","","","","","",""
"0x47e671e170cda46b:0x16a14abd23a6dd0d","","Point Zéro des Routes de France","Point Zéro des Routes de France, Parvis Notre-Dame - Pl. Jean-Paul II, 75004 Paris","48.8534095","2.348792","1192","4.5","Europe/Paris","https://fr.wikipedia.org/wiki/Point_z%C3%A9ro_des_routes_de_France","ChIJa6TNcOFx5kcRDd2mI71KoRY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e170cda46b:0x16a14abd23a6dd0d","","Paris","false","true","","Parvis Notre-Dame - Pl. Jean-Paul II | 75004 Paris","Tourist attraction | Historical place","Bronze star marking the center of Paris | Geographic marker of the starting point from which all distances from Paris are measured. |  | t | t","","","","","","",""
"0x47e66e2185ea3629:0x7ce2b711dbf2008c","+33140281311","Les Caves du Louvre","Les Caves du Louvre, 52 Rue de l'Arbre Sec, 75001 Paris","48.8609618","2.3426538999999997","1979","4.6","Europe/Paris","http://www.cavesdulouvre.com/","ChIJKTbqhSFu5kcRjADy2xG34nw","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e2185ea3629:0x7ce2b711dbf2008c","","Paris","true","true","","52 Rue de l'Arbre Sec | 75001 Paris","Tourist attraction | Event venue | Training center | Wine cellar | Wine store","Tastings & tours in a 1700s wine cellar | Formerly royal-owned wine cellar from the 18th century, with tastings, guided tours & workshops. |  | t | t","","","","","","",""
"0x47e66f0022671bc9:0x9cfb99416561e54b","","L'arche by Mathieu Grosche","L'arche by Mathieu Grosche, 24 Rue Pavée, 75004 Paris","48.8569229","2.3618595","4","5","Europe/Paris","https://www.mathieugrosche.com/arche-scenographie-urbaine","ChIJyRtnIgBv5kcRS-VhZUGZ-5w","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f0022671bc9:0x9cfb99416561e54b","","Paris","false","false","","24 Rue Pavée | 75004 Paris","Tourist attraction","","","","","","","",""
"0x47e66f00716609d3:0x810a1ffe1837ac61","","Invader PA_720","Invader PA_720, 15 Rue de la Ferronnerie, 75001 Paris","48.860274499999996","2.3474331","1","5","Europe/Paris","","ChIJ0wlmcQBv5kcRYaw3GP4fCoE","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f00716609d3:0x810a1ffe1837ac61","","Paris","false","false","","15 Rue de la Ferronnerie | 75001 Paris","Tourist attraction","","","","","","","",""
"0x47e67201aca99229:0x231eb0c967e5eb10","+33149524281","Place de la Bastille","Place de la Bastille, Pl. de la Bastille, 75004 Paris","48.8531827","2.3691443","25565","4.3","Europe/Paris","https://parisjetaime.com/transport/place-de-la-bastille-p1985","ChIJKZKprAFy5kcREOvlZ8mwHiM","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67201aca99229:0x231eb0c967e5eb10","","Paris","false","false","","Pl. de la Bastille | 75004 Paris","Tourist attraction | Fortress | Landmark | Plaza | Historical landmark","Bustling square where prison once stood | The July Column rises above this iconic square's bars & cafes, former site of the Bastille prison. |  | t | t","","","","","","",""
"0x47e66fec70fb1d8f:0xd9b5676e112e643d","+33155377377","Arc de Triomphe","Arc de Triomphe, Pl. Charles de Gaulle, 75008 Paris","48.8737917","2.2950274999999998","281348","4.7","Europe/Paris","https://www.paris-arc-de-triomphe.fr/","ChIJjx37cOxv5kcRPWQuEW5ntdk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fec70fb1d8f:0xd9b5676e112e643d","","Paris","true","true","","Pl. Charles de Gaulle | 75008 Paris","Tourist attraction | Cultural landmark | Museum | Monument","Triumphal arch & national monument | Iconic triumphal arch built to commemorate Napoleon's victories, with an observation deck. |  | t | t","","","","","","",""
"0x47e66e1b98a2b485:0xbd07128d4721cc80","","Le Défenseur du Temps","Le Défenseur du Temps, 19 Rue Brantôme, 75003 Paris","48.862235299999995","2.3526629","98","4","Europe/Paris","","ChIJhbSimBtu5kcRgMwhR40SB70","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e1b98a2b485:0xbd07128d4721cc80","","Paris","false","false","","19 Rue Brantôme | 75003 Paris","Tourist attraction | Cultural landmark","Mechanical clock with a man & animals | Installed in 1979, this mechanical clock features a metal man, a dragon, a crab & a rooster. |  | t | t","","","","","","",""
"0x47e66f0067fa861f:0xe6ac5b241b1ddf01","","Rue du Tresor","Rue du Tresor, Rue du Trésor, 75004 Paris","48.857277599999996","2.3573526","","","Europe/Paris","","ChIJH4b6ZwBv5kcRAd8dGyRbrOY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f0067fa861f:0xe6ac5b241b1ddf01","","Paris","false","false","","Rue du Trésor | 75004 Paris","Tourist attraction","","","","","","","",""
"0x47e66f6fba7cb4c7:0xe439e2204abdffc4","","Place Nathalie-Lemel","Place Nathalie-Lemel, 75003 Paris","48.864788999999995","2.3631032999999997","","","Europe/Paris","","ChIJx7R8um9v5kcRxP-9SiDiOeQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f6fba7cb4c7:0xe439e2204abdffc4","","Paris","false","false","","75003 Paris","Tourist attraction","","","","","","","",""
"0x47e671fe70f4ec85:0xcf1f7fab4201961b","","Fontaine Eginhard","Fontaine Eginhard, 6 Rue Eginhard, 75004 Paris","48.8540774","2.3616221","7","3.7","Europe/Paris","","ChIJhez0cP5x5kcRG5YBQqt_H88","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671fe70f4ec85:0xcf1f7fab4201961b","","Paris","false","false","","6 Rue Eginhard | 75004 Paris","Tourist attraction | Historical landmark","","","","","","","",""
"0x47e672017ad8a49f:0x961dede5aeb1ff83","","Coulée Verte René-Dumont","Coulée Verte René-Dumont, 75012 Paris","48.8494548","2.3714863","6469","4.6","Europe/Paris","https://www.paris.fr/lieux/coulee-verte-rene-dumont-1772","ChIJn6TYegFy5kcRg_-xruXtHZY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e672017ad8a49f:0x961dede5aeb1ff83","","Paris","true","true","","75012 Paris","Tourist attraction | Garden | Park","Former railway line now a leafy footpath | Idyllic, leafy footpath running along a disused railway line from Bastille to the Bois de Vincennes. |  | t | t","","","","","","",""
"0x47e671ac2a2b0a23:0xb80cb3b31d086a6e","","Mandala","Mandala, 112 Av. d'Ivry, 75013 Paris","48.826004999999995","2.3606499","6","5","Europe/Paris","","ChIJIworKqxx5kcRbmoIHbOzDLg","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671ac2a2b0a23:0xb80cb3b31d086a6e","","Paris","false","false","","112 Av. d'Ivry | 75013 Paris","Tourist attraction","","","","","","","",""
"0x47e67200ed2223f7:0xa7e236dba07b82fd","","Cour Damoye","Cour Damoye, 14 Cr Damoye, 75011 Paris","48.854368","2.3704671","115","4.6","Europe/Paris","","ChIJ9yMi7QBy5kcR_YJ7oNs24qc","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67200ed2223f7:0xa7e236dba07b82fd","","Paris","false","false","","14 Cr Damoye | 75011 Paris","Tourist attraction","","","","","","","",""
"0x47e66fb4b056d809:0xa60bdfe560fe3a16","","Maison médiévale","Maison médiévale, 3 Rue Volta, 75003 Paris","48.8647498","2.3568036","5","4.2","Europe/Paris","","ChIJCdhWsLRv5kcRFjr-YOXfC6Y","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fb4b056d809:0xa60bdfe560fe3a16","","Paris","false","false","","3 Rue Volta | 75003 Paris","Tourist attraction","","","","","","","",""
"0x47e66e0de3865c71:0xc737cd94e2b66fb","","La plus petite maison de Paris","La plus petite maison de Paris, 39 Rue du Château d'Eau, 75010 Paris","48.8713298","2.3577868","19","3.9","Europe/Paris","","ChIJcVyG4w1u5kcR-2YrTtl8cww","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e0de3865c71:0xc737cd94e2b66fb","","Paris","false","false","","39 Rue du Château d'Eau | 75010 Paris","Tourist attraction","","","","","","","",""
"0x47e671feb1f63c5f:0x80cc4ac4569d51f6","","Remains of the Bastille","Remains of the Bastille, 7 Bd Henri IV, 75004 Paris","48.851095699999995","2.361728","93","3.6","Europe/Paris","","ChIJXzz2sf5x5kcR9lGdVsRKzIA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671feb1f63c5f:0x80cc4ac4569d51f6","","Paris","false","false","","7 Bd Henri IV | 75004 Paris","Tourist attraction | Historical landmark","","","","","","","",""
"0x47e66f5836d4665b:0xc6a2a5fccf62027a","","Écluse du Temple","Écluse du Temple, 45 Quai de Jemmapes, 75010 Paris","48.8696268","2.3668335","17","4.4","Europe/Paris","","ChIJW2bUNlhv5kcRegJiz_ylosY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f5836d4665b:0xc6a2a5fccf62027a","","Paris","false","false","","45 Quai de Jemmapes | 75010 Paris","Tourist attraction","","","","","","","",""
"0x47e66e0142746b4b:0xc191da9af2fc6df7","+33185560036","Musée National Picasso-Paris","Musée National Picasso-Paris, 5 Rue de Thorigny, 75003 Paris","48.859877499999996","2.362285","14417","4.4","Europe/Paris","https://www.museepicassoparis.fr/","ChIJS2t0QgFu5kcR92388prakcE","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e0142746b4b:0xc191da9af2fc6df7","","Paris","true","true","","5 Rue de Thorigny | 75003 Paris","Tourist attraction | Art museum | Museum","5,000 Picasso artworks & his archive | 17th-century building holding 5,000 artworks by Pablo Picasso, his own art collection & archive. |  | t | t","","","","","","",""
"0x47e66dda219d0d3d:0xb1f6de891f6daf51","","Street art","Street art, 76 Rue de la Fontaine au Roi, 75011 Paris","48.868499199999995","2.3756699","3","4.3","Europe/Paris","","ChIJPQ2dIdpt5kcRUa9tH4ne9rE","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66dda219d0d3d:0xb1f6de891f6daf51","","Paris","false","false","","76 Rue de la Fontaine au Roi | 75011 Paris","Tourist attraction","","","","","","","",""
